
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2016-09-02T17:47:59PDT



Main Information Table for Searching NED within 500.000 arcmin of 194.950000, 27.980000



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA(deg)	DEC(deg)	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Distance (arcmin)	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
3050	UGC 08251	197.64236 	  34.63624 	G	 11033	 0.036802 	    	15.1g	422.496	21	1	28	4	6	11	0
3051	SDSS J122755.46+283429.6	186.98112 	  28.57489 	G	  6024	 0.020094 	    	17.4g	422.505	5	0	0	0	2	0	0
3052	SDSS J130946.26+344143.0	197.44277 	  34.69530 	G	 10668	 0.035585 	    	17.7g	422.637	5	0	17	2	2	4	0
3053	2MFGC 10705	200.57695 	  33.09571 	G	 10503	 0.035034 	    	16.6g	422.657	14	0	54	6	4	10	0
3054	2MASX J13305138+2633372	202.71408 	  26.56025 	G	 11041	 0.036829 	    	18.93	422.657	5	0	14	2	0	2	0
3055	SDSS J131057.98+343633.5	197.74160 	  34.60933 	G	 10847	 0.036182 	    	16.3g	422.669	6	0	21	2	3	4	0
3056	KUG 1228+316	187.81917 	  31.34117 	G	  8593	 0.028662 	    	16.9g	422.820	10	0	30	5	2	4	0
3057	SDSS J123023.75+305601.7	187.59896 	  30.93383 	G	  6930	 0.023117 	    	17.6g	422.833	5	0	6	2	3	0	0
3058	2MFGC 10672	200.14450 	  33.43467 	G	 11035	 0.036809 	    	16.6 	422.843	6	0	30	2	1	6	0
3059	SDSS J132805.57+312639.6	202.02321 	  31.44436 	G	 10170	 0.033923 	    	16.8g	423.019	7	0	26	3	2	4	0
3060	KUG 1322+328	201.18201 	  32.54028 	G	 11928	 0.039789 	    	14.7g	423.131	28	0	56	12	6	12	0
3061	SDSS J131142.50+343340.2	197.92712 	  34.56117 	G	  5273	 0.017590 	    	17.5g	423.293	7	0	6	2	2	0	0
3062	2MASX J13244001+3233470	201.16691 	  32.56319 	G	 11808	 0.039387 	    	15.2 	423.396	9	0	30	2	1	6	1
3063	2MASX J13244096+3233330	201.17081 	  32.55923 	G	 11587	 0.038649 	    	17.1g	423.401	5	0	48	2	2	10	1
3064	LCSB S1898O	201.69333 	  31.94433 	G	  7535	 0.025134 	    	17.1g	423.454	8	0	26	3	2	4	0
3065	FGC 1617	201.54142 	  32.13945 	G	 11992	 0.040002 	    	17.8g	423.454	9	0	37	4	2	8	0
3066	SDSS J131804.11+335118.1	199.51717 	  33.85506 	G	  8618	 0.028747 	    	16.9g	423.578	6	0	0	1	4	0	2
3067	SDSS J133020.99+301756.1	202.58749 	  30.29893 	G	 11198	 0.037353 	    	17.4g	423.630	7	0	45	4	3	8	0
3068	LSBC F576-03	197.67783 	  21.36708 	G	  6750	 0.022516 	    	17.17	423.685	16	0	6	3	0	0	0
3069	RCS 05100500189	202.35102 	  30.86826 	G	 10793	 0.036000 	PHOT	23.3R	423.696	1	0	0	0	1	0	0
3070	SDSS J123031.37+251834.2	187.63076 	  25.30950 	G	  6664	 0.022229 	    	18.11	423.855	7	0	17	2	1	4	0
3071	2MASX J13273185+3141432	201.88266 	  31.69539 	G	 11622	 0.038766 	    	16.9g	423.976	9	0	50	4	2	10	0
3072	SDSS J122824.51+264701.1	187.10215 	  26.78367 	G	  6449	 0.021510 	    	17.6g	424.150	5	0	15	1	3	4	0
3073	KUG 1325+320	201.83062 	  31.78831 	G	  4629	 0.015441 	    	15.8g	424.504	25	0	34	6	6	6	0
3074	2MASX J13220998+3310059	200.54154 	  33.16824 	G	 11166	 0.037247 	    	17.1g	424.505	11	0	50	4	2	10	0
3075	SDSS J132331.48+325232.5	200.88119 	  32.87572 	G	 10832	 0.036132 	    	17.8g	424.627	5	0	37	3	1	8	0
3076	SDSS J122951.45+253755.2	187.46440 	  25.63202 	G	  6834	 0.022796 	    	19.10	424.804	4	0	17	2	1	4	0
3077	2MASX J13204632+3326372	200.19305 	  33.44372 	G	 10278	 0.034284 	    	16.0g	424.841	14	0	28	2	5	6	0
3078	SDSS J132648.93+315831.3	201.70392 	  31.97539 	G	 11220	 0.037426 	    	17.6g	424.910	6	0	26	3	2	4	0
3079	2MASX J13305707+2955122	202.73770 	  29.92029 	G	 11442	 0.038168 	    	18.5g	425.017	5	0	51	4	2	10	0
3080	2MASX J13200061+3334557	200.00276 	  33.58227 	G	 10501	 0.035029 	    	17.5g	425.092	7	0	26	2	2	6	0
3081	2MASX J13104430+3440156	197.68447 	  34.67095 	G	 11128	 0.037118 	    	16.0g	425.161	8	0	30	3	4	6	0
3082	RCS 05010202429	202.62384 	  30.29217 	G	  7495	 0.025000 	PHOT	23.7R	425.308	1	0	0	0	1	0	0
3083	SDSS J132957.76+303831.3	202.49069 	  30.64206 	G	 11162	 0.037234 	    	17.3g	425.497	8	0	41	3	3	8	0
3084	SDSS J130742.46+345207.0	196.92697 	  34.86861 	G	 11141	 0.037164 	    	18.99	425.500	5	0	17	2	3	4	0
3085	SDSS J133002.79+254658.2	202.51175 	  25.78272 	G	  7507	 0.025042 	    	18.55	425.514	3	0	6	2	0	0	0
3086	RCS 05000700527	202.57511 	  30.44250 	G	  6296	 0.021000 	PHOT	23.8R	425.659	1	0	0	0	1	0	0
3087	SDSS J132554.20+321659.5	201.47587 	  32.28321 	G	 11045	 0.036841 	    	18.3g	425.680	4	0	35	2	1	8	1
3088	SDSS J125410.11+210002.5	193.54220 	  21.00072 	G	  6953	 0.023192 	    	17.38	425.739	6	0	6	2	0	0	0
3089	SDSS J131149.49+343544.6	197.95623 	  34.59574 	G	  5201	 0.017349 	    	17.8g	425.755	5	0	19	1	2	4	0
3090	UGC 07576	186.92441 	  28.69808 	G	  7022	 0.023423 	    	15.5g	425.926	53	1	33	3	5	11	0
3091	2MASX J12275054+2722501	186.96067 	  27.38069 	G	  7661	 0.025555 	    	17.1g	425.941	6	0	9	0	3	2	0
3092	SDSS J131044.68+344107.4	197.68619 	  34.68542 	G	 11221	 0.037429 	    	19.24	426.006	5	0	17	2	2	4	0
3093	SDSS J131550.91+341154.1	198.96214 	  34.19837 	G	 10280	 0.034290 	    	18.1g	426.159	4	0	15	1	3	4	1
3094	2MASX J12283186+2955555	187.13307 	  29.93201 	G	 11186	 0.037312 	    	17.1g	426.662	6	0	30	2	3	6	0
3095	RCS 05000701130	202.58392 	  30.47470 	G	 11692	 0.039000 	PHOT	23.7R	426.705	1	0	0	0	1	0	0
3096	2MASX J13250264+3233100	201.26114 	  32.55296 	G	 11470	 0.038260 	    	15.6g	426.736	12	0	48	4	4	10	0
3097	SDSS J131519.83+341616.0	198.83263 	  34.27113 	G	 11003	 0.036703 	    	17.9g	426.805	5	0	21	2	3	4	0
3098	UGC 08343	199.17468 	  21.97978 	G	  7001	 0.023353 	    	14.90	426.989	54	1	39	4	3	11	0
3099	2MASX J13303513+3019334	202.64663 	  30.32594 	G	 11050	 0.036858 	    	17.6g	427.036	8	0	39	4	3	6	0
3100	SDSS J123908.42+333253.9	189.78508 	  33.54831 	G	  6801	 0.022685 	    	17.5g	427.086	5	0	26	3	2	4	0
3101	SDSS J133049.63+300941.8	202.70680 	  30.16163 	G	 11272	 0.037598 	    	18.2g	427.203	5	0	45	4	2	8	0
3102	2MASX J13113899+3438113	197.91237 	  34.63644 	G	 11212	 0.037399 	    	15.9g	427.218	17	0	18	6	6	2	0
3103	SDSS J125037.49+344938.9	192.65624 	  34.82748 	G	  6892	 0.022988 	    	18.0g	427.270	5	0	21	2	3	4	0
3104	RCS 05000800469	202.61046 	  30.43766 	G	  9294	 0.031000 	PHOT	23.2R	427.304	1	0	0	0	1	0	0
3105	SDSS J131635.77+340750.8	199.14906 	  34.13081 	G	  9511	 0.031725 	    	16.9g	427.412	6	0	21	2	2	4	0
3106	MRK 0654	190.67329 	  34.09215 	G	  4248	 0.014170 	    	16.2g	427.470	19	1	21	5	5	2	0
3107	RCS 05000104040	202.50915 	  30.69468 	G	 10193	 0.034000 	PHOT	23.2R	427.487	1	0	0	0	1	0	0
3108	KUG 1225+280	186.89372 	  27.73993 	G	  6895	 0.023000 	    	17.6g	427.515	8	1	15	2	3	4	0
3109	SDSS J132302.08+330335.3	200.75867 	  33.05983 	G	  7061	 0.023554 	    	18.0g	427.664	4	0	26	3	2	4	0
3110	2MFGC 10709	200.64492 	  33.15714 	G	 11057	 0.036882 	    	15.9g	427.678	16	0	50	4	6	10	0
3111	SDSS J130815.52+345236.7	197.06468 	  34.87686 	G	 10984	 0.036639 	    	18.90	427.705	5	0	21	2	3	4	0
3112	SDSS J130242.09+350455.1	195.67540 	  35.08200 	G	 11270	 0.037594 	    	17.4g	427.727	5	0	37	3	2	8	0
3113	SDSS J124244.32+340614.6	190.68473 	  34.10406 	G	  4212	 0.014050 	    	16.8g	427.775	7	0	45	5	3	8	0
3114	RCS 05000800429	202.62095 	  30.43536 	G	 11992	 0.040000 	PHOT	23.5R	427.775	1	0	0	0	1	0	0
3115	2MASX J13153851+3415149	198.91061 	  34.25412 	G	 11136	 0.037145 	    	16.8g	427.798	6	0	26	2	3	6	0
3116	RCS 05000701518	202.59855 	  30.49536 	G	  6296	 0.021000 	PHOT	23.2R	427.819	1	0	0	0	1	0	0
3117	SDSS J124448.35+342105.9	191.20150 	  34.35167 	G	  7018	 0.023409 	    	17.2g	427.909	6	0	8	2	3	0	0
3118	UGC 08352	199.25015 	  34.10166 	G	  9428	 0.031448 	    	14.7g	428.572	24	0	35	7	7	11	0
3119	IC 0861	198.78093 	  34.32877 	G	 11436	 0.038146 	    	15.3g	428.615	22	0	30	6	6	11	0
3120	IC 4283	203.04448 	  28.38912 	G	  9118	 0.030414 	    	15.4g	428.706	22	0	54	6	6	10	0
3121	KUG 1230+324	188.23519 	  32.14237 	G	  6633	 0.022125 	    	15.7g	428.741	17	0	46	7	2	12	0
3122	SDSS J132004.60+333858.6	200.01919 	  33.64963 	G	  5440	 0.018147 	    	17.8g	428.750	5	0	21	2	3	4	0
3123	2MASX J13220384+3317139	200.51590 	  33.28727 	G	 11063	 0.036901 	    	16.9g	428.757	7	0	46	3	2	10	0
3124	SDSS J132526.81+234522.1	201.36177 	  23.75615 	G	  8772	 0.029261 	    	18.05	428.879	5	0	17	2	0	4	0
3125	UGC 08278	198.04712 	  21.40686 	G	  3070	 0.010240 	    	17.  	428.946	12	1	12	3	3	5	0
3126	CG 1089	197.10430 	  34.88945 	G	 10780	 0.035958 	    	17   	428.949	4	0	2	1	0	0	7
3127	SDSS J130824.98+345322.9	197.10412 	  34.88970 	G	 10991	 0.036662 	    	17.4g	428.961	3	0	19	1	0	4	2
3128	SDSS J130824.99+345322.9	197.10413 	  34.88969 	G	 10989	 0.036657 	    	17.4g	428.961	1	0	0	0	3	0	2
3129	SDSS J131211.30+212418.6	198.04709 	  21.40517 	PofG	  3042	 0.010147 	    	15.9g	429.039	5	0	0	0	0	0	0
3130	KUG 1305+351	196.98058 	  34.91944 	G	  7106	 0.023703 	    	14.9g	429.111	18	0	30	7	5	6	0
3131	2MASX J13274078+3148472	201.91974 	  31.81307 	G	 11559	 0.038558 	    	17.0g	429.170	7	0	50	3	2	10	0
3132	RCS 05000802116	202.61634 	  30.52373 	G	  7495	 0.025000 	PHOT	23.0R	429.239	1	0	0	0	1	0	0
3133	IC 3376	186.95976 	  26.99353 	G	  7165	 0.023900 	    	13.80	429.314	64	0	46	9	13	11	0
3134	SDSS J133015.87+303911.6	202.56615 	  30.65323 	G	  3298	 0.011000 	PHOT	20.4g	429.385	1	0	15	1	1	3	0
3135	SDSS J132111.54+332811.7	200.29812 	  33.46993 	G	 11622	 0.038768 	    	18.2g	429.485	4	0	41	3	2	8	0
3136	2MASX J13211036+2241294	200.29329 	  22.69156 	G	  9463	 0.031565 	    	15.99	429.574	20	0	38	5	3	6	0
3137	RCS 05010203649	202.73487 	  30.23333 	G	  2099	 0.007000 	PHOT	23.5R	429.799	1	0	0	0	1	0	0
3138	SDSS J132636.66+321134.7	201.65278 	  32.19298 	G	 11198	 0.037351 	    	17.9g	429.936	5	0	41	3	1	8	0
3139	SDSS J130702.77+345843.1	196.76156 	  34.97866 	G	  6905	 0.023031 	    	17.3g	430.003	6	0	17	2	3	4	0
3140	RCS 05000104950	202.58289 	  30.65716 	G	 11692	 0.039000 	PHOT	20.3R	430.277	1	0	0	0	1	0	0
3141	SDSS J133052.77+301834.2	202.71989 	  30.30953 	G	  6595	 0.022000 	PHOT	19.6g	430.370	1	0	15	1	1	4	0
3142	RCS 05000803207	202.61812 	  30.57860 	G	  6296	 0.021000 	PHOT	23.7R	430.404	1	0	0	0	1	0	0
3143	SDSS J133051.17+302002.1	202.71322 	  30.33393 	G	 10846	 0.036180 	    	17.9g	430.471	10	0	42	4	3	8	0
3144	SDSS J132204.10+225123.4	200.51708 	  22.85662 	G	 11289	 0.037655 	    	17.78	430.579	5	0	6	2	0	0	0
3145	2MASX J13321971+2819020	203.08201 	  28.31721 	G	  7529	 0.025114 	    	16.1g	430.607	14	0	51	5	3	10	0
3146	RCS 05010202335	202.73099 	  30.29769 	G	  8694	 0.029000 	PHOT	23.8R	430.713	1	0	0	0	1	0	0
3147	RCS 05000802514	202.63805 	  30.54574 	G	  5096	 0.017000 	PHOT	23.8R	430.729	1	0	0	0	1	0	0
3148	RCS 05000101656	202.53312 	  30.79690 	G	 11392	 0.038000 	PHOT	22.5R	430.825	1	0	0	0	1	0	0
3149	2MASX J12283520+2609446	187.14674 	  26.16254 	G	  9512	 0.031729 	    	17.3g	430.832	6	0	26	2	0	6	0
3150	SDSS J132015.72+333949.3	200.06556 	  33.66372 	G	 11746	 0.039179 	    	17.3g	430.863	7	0	41	3	2	8	0
3151	SDSS J130900.68+210626.6	197.25287 	  21.10739 	G	  5508	 0.018373 	    	18.2g	431.050	3	0	19	1	0	4	0
3152	UGC 08431	201.08422 	  32.84812 	G	 11599	 0.038690 	    	14.8g	431.176	22	0	52	6	4	15	0
3153	RCS 05000100127	202.51089 	  30.87040 	G	  7795	 0.026000 	PHOT	23.2R	431.376	1	0	0	0	1	0	0
3154	RCS 05000100249	202.51617 	  30.86474 	G	  6895	 0.023000 	PHOT	23.5R	431.502	1	0	0	0	1	0	0
3155	NGC 5157	201.82020 	  32.03071 	G	  7322	 0.024424 	    	13.8g	431.684	48	1	54	8	9	15	0
3156	SDSS J130726.94+345919.3	196.86229 	  34.98870 	G	 10860	 0.036225 	    	17.2g	431.726	6	0	17	2	3	4	0
3157	NGC 4583	189.51893 	  33.45883 	G	  6920	 0.023083 	    	14.1g	431.743	25	0	57	7	5	12	0
3158	2MASX J13315849+2701144	202.99390 	  27.02071 	G	  9183	 0.030631 	    	16.1g	431.869	8	0	32	3	1	6	0
3159	2MASX J13305996+3018492	202.74986 	  30.31376 	G	 11015	 0.036743 	    	16.6g	431.929	6	0	48	2	2	10	0
3160	KUG 1319+336	200.52532 	  33.35400 	G	 11964	 0.039908 	    	16.3g	431.992	13	0	50	5	4	10	0
3161	KUG 1235+229	189.53202 	  22.69860 	G	  7550	 0.025184 	    	15.7 	431.997	37	2	34	4	0	7	0
3162	CGCG 189-029	197.40187 	  34.87153 	G	 10593	 0.035334 	    	15.2g	432.080	18	0	36	6	6	8	0
3163	2MASX J13142535+2135126	198.60568 	  21.58698 	G	  6766	 0.022569 	    	16.2g	432.112	6	0	30	2	0	6	0
3164	KUG 1249+352	192.94225 	  34.97746 	G	 10001	 0.033360 	    	15.9g	432.202	12	0	30	4	4	6	0
3165	SDSS J131930.91+221855.9	199.87868 	  22.31545 	G	  6869	 0.022912 	    	19.00	432.513	5	0	6	2	0	0	0
3166	IC 0851	197.14308 	  21.04978 	G	  2615	 0.008723 	    	14.98	432.673	54	0	38	7	7	7	1
3167	2MASX J13074737+3459160	196.94746 	  34.98781 	G	 10897	 0.036347 	    	17.2g	432.680	5	0	24	1	3	6	0
3168	SDSS J132713.03+320518.6	201.80431 	  32.08852 	G	  7325	 0.024433 	    	18.4g	432.878	5	0	41	3	1	8	0
3169	UGC 08451	201.72473 	  32.19320 	G	  5275	 0.017596 	    	14.44	432.968	46	1	47	6	8	11	0
3170	2MASX J13262363+3220584	201.59861 	  32.34967 	G	 11942	 0.039833 	    	16.6g	433.062	8	0	50	3	2	10	0
3171	2MASX J13251511+3240167	201.31317 	  32.67113 	G	 11961	 0.039898 	    	15.6g	433.216	12	0	50	4	4	10	0
3172	SDSS J131041.64+344901.8	197.67350 	  34.81717 	G	 11022	 0.036764 	    	18.0g	433.236	4	0	0	0	3	0	1
3173	SDSS J132134.78+332923.1	200.39494 	  33.48975 	G	  7247	 0.024172 	    	18.2g	433.589	5	0	41	3	2	8	0
3174	MCG +06-28-013	189.42856 	  33.43433 	G	  9381	 0.031292 	    	15.7g	433.691	13	0	50	4	3	12	0
3175	RCS 05010304513	202.82683 	  30.19816 	G	 10193	 0.034000 	PHOT	23.8R	433.791	1	0	0	0	1	0	0
3176	RCS 05011000866	202.88925 	  30.00730 	G	  2398	 0.008000 	PHOT	20.3R	433.932	1	0	0	0	1	0	0
3177	IC 3736	191.32900 	  21.53576 	G	  6706	 0.022369 	    	15.7 	433.999	22	0	30	2	0	7	0
3178	RCS 05010303873	202.82258 	  30.23211 	G	 10493	 0.035000 	PHOT	23.1R	434.142	1	0	0	0	1	0	0
3179	KUG 1327+312	202.50735 	  31.01007 	G	  7281	 0.024287 	    	15.0 	434.390	9	0	32	4	1	6	0
3180	SDSS J131452.88+342751.2	198.72033 	  34.46422 	G	 11453	 0.038204 	    	17.4g	434.396	7	0	6	3	4	0	0
3181	2MASX J12270877+2857229	186.78649 	  28.95653 	G	  7632	 0.025458 	    	16.9g	434.460	14	0	32	2	6	6	0
3182	SDSS J133002.12+310041.4	202.50887 	  31.01153 	G	  7366	 0.024570 	    	17.4g	434.496	3	0	20	1	2	4	0
3183	CGCG 161-059	202.00104 	  31.87125 	G	 11588	 0.038655 	    	15.6g	434.514	20	0	37	7	4	6	1
3184	NGC 5187	202.45080 	  31.13014 	G	  7172	 0.023923 	    	14.2g	434.578	56	0	67	8	6	14	1
3185	SDSS J122733.34+293606.5	186.88892 	  29.60181 	G	  6637	 0.022140 	    	19.22	434.796	5	1	28	2	1	4	0
3186	2MASX J13103940+3450516	197.66433 	  34.84776 	G	 10666	 0.035578 	    	16.0g	434.817	9	0	26	3	5	6	0
3187	SDSS J133121.86+261134.9	202.84112 	  26.19304 	G	  7390	 0.024652 	    	17.4 	434.862	7	0	19	1	0	4	0
3188	RCS 05010301421	202.79695 	  30.36270 	G	  8694	 0.029000 	PHOT	23.9R	435.124	1	0	0	0	1	0	0
3189	SDSS J131507.11+342730.4	198.77963 	  34.45845 	G	 11150	 0.037192 	    	17.56	435.450	6	0	21	2	3	4	0
3190	2MASX J13262449+3225034	201.60262 	  32.41789 	G	  4824	 0.016090 	    	16.8g	435.617	10	0	34	3	2	6	0
3191	SDSS J131119.51+344855.8	197.83130 	  34.81551 	G	 10254	 0.034205 	    	18.33	435.805	5	0	21	2	3	4	0
3192	MRK 0661	203.05703 	  26.94996 	G	 10603	 0.035368 	    	15.7 	435.915	41	0	43	13	4	6	0
3193	CGCG 188-023	192.24074 	  34.86876 	G	  6816	 0.022736 	    	15.3g	435.923	20	0	38	8	5	6	0
3194	SDSS J132222.26+332332.7	200.59277 	  33.39243 	G	  7621	 0.025420 	    	17.9g	435.988	5	0	41	3	2	8	1
3195	2MASX J12564083+3512594	194.17024 	  35.21659 	G	  8290	 0.027652 	    	16.3g	436.015	9	0	29	3	2	6	0
3196	KUG 1307+351	197.53383 	  34.90547 	G	 10714	 0.035737 	    	16.4g	436.018	10	0	11	4	3	2	0
3197	RCS 05000902512	202.75086 	  30.53448 	G	 11992	 0.040000 	PHOT	23.6R	436.029	1	0	0	0	1	0	0
3198	UGC 08199	196.68830 	  35.10057 	G	  4907	 0.016368 	    	14.6g	436.358	35	1	35	8	6	10	1
3199	SDSS J122739.61+263528.8	186.91507 	  26.59134 	G	  9861	 0.032892 	    	18.0g	436.389	4	0	15	1	3	4	0
3200	SDSS J133017.77+305733.6	202.57407 	  30.95936 	G	  4800	 0.016011 	    	16.6g	436.393	8	0	41	3	2	8	0
3201	RCS 05000200036	202.61657 	  30.87547 	G	  8394	 0.028000 	PHOT	23.7R	436.546	1	0	0	0	1	0	0
3202	SDSS J125824.33+351501.6	194.60137 	  35.25047 	G	  6574	 0.021928 	    	17.0g	436.591	11	0	6	2	3	0	0
3203	SDSS J133244.91+275252.2	203.18717 	  27.88119 	G	  8750	 0.029188 	    	17.8g	436.617	5	0	26	3	2	4	0
3204	SDSS J133242.01+273901.8	203.17507 	  27.65051 	G	  7684	 0.025631 	    	17.8g	436.848	5	0	35	2	3	8	1
3205	SDSS J123759.61+333328.4	189.49840 	  33.55791 	G	  6941	 0.023154 	    	17.3g	436.868	7	0	41	3	2	8	0
3206	NGC 4956	196.25393 	  35.17803 	G	  4750	 0.015844 	    	13.26	436.980	50	0	40	6	3	10	0
3207	2MASX J13211553+3337320	200.31467 	  33.62558 	G	 11650	 0.038860 	    	16.5g	437.077	8	0	31	2	2	6	0
3208	SDSS J132435.29+325627.8	201.14705 	  32.94108 	G	 11692	 0.039000 	    	17.2g	437.230	7	0	37	4	3	8	0
3209	SDSS J133236.04+290645.9	203.15020 	  29.11277 	G	 10636	 0.035477 	    	17.5g	437.413	9	1	43	3	3	8	0
3210	SDSS J122645.42+280327.8	186.68928 	  28.05775 	G	  4704	 0.015692 	    	18.1g	437.492	4	0	15	1	4	4	0
3211	RCS 05000204017	202.71558 	  30.69667 	G	  9893	 0.033000 	PHOT	22.7R	437.523	1	0	0	0	1	0	0
3212	2MFGC 10821	202.02792 	  31.93183 	G	  4724	 0.015757 	    	16.1g	437.553	9	0	35	3	2	6	0
3213	SDSS J122734.49+263450.1	186.89375 	  26.58061 	G	  9968	 0.033250 	    	18.1g	437.648	4	0	0	0	4	0	0
3214	CGCG 161-060	202.01203 	  31.95880 	G	 11522	 0.038434 	    	15.3g	437.697	21	0	51	7	4	10	0
3215	RCS 05000904272	202.75482 	  30.61062 	G	 11392	 0.038000 	PHOT	20.3R	437.703	1	0	0	0	1	0	0
3216	IC 3353	186.68783 	  27.91233 	G	  4410	 0.014710 	    	16.5g	437.857	16	1	0	1	3	0	0
3217	SDSS J132746.64+320336.7	201.94438 	  32.06021 	G	  7370	 0.024585 	    	17.8g	437.966	6	0	37	3	1	8	0
3218	KUG 1225+268	186.89777 	  26.53987 	G	  6395	 0.021331 	    	16.4g	437.989	10	0	15	1	4	4	0
3219	RCS 05000203741	202.71967 	  30.70987 	G	 10193	 0.034000 	PHOT	23.7R	437.992	1	0	0	0	1	0	0
3220	IC 3367	186.79956 	  26.95675 	GPair	  7704	 0.025698 	    	15.7 	438.131	7	0	1	2	1	0	3
3221	SDSS J122644.10+283527.4	186.68380 	  28.59097 	G	  4395	 0.014661 	    	17.7g	438.199	4	0	19	1	3	4	0
3222	SDSS J130139.06+351623.2	195.41275 	  35.27314 	G	  7472	 0.024925 	    	18.0g	438.225	5	0	2	1	3	0	0
3223	2MASX J13315875+2956374	202.99477 	  29.94378 	G	 11218	 0.037420 	    	17.5g	438.334	7	0	50	3	2	10	0
3224	IC 3367 NED01	186.79197 	  26.95742 	G	  7671	 0.025588 	    	15.4g	438.524	12	0	24	3	5	6	0
3225	UGC 08200	196.73288 	  35.13244 	G	  4751	 0.015848 	    	15.6g	438.694	21	1	3	3	4	5	0
3226	SDSS J133101.57+303924.1	202.75657 	  30.65671 	G	  7373	 0.024593 	    	18.4g	438.705	5	0	41	3	3	8	0
3227	2MASXi J1321312+333657	200.38034 	  33.61616 	G	 11806	 0.039381 	    	17.4g	438.795	7	0	41	3	1	8	0
3228	SDSS J122708.63+265733.7	186.78596 	  26.95936 	G	  7787	 0.025976 	    	17.6g	438.820	4	0	0	0	3	0	0
3229	SDSS J130350.22+351438.0	195.95925 	  35.24392 	G	 10382	 0.034629 	    	19.27	438.867	5	0	17	2	2	4	0
3230	SDSS J131525.13+342929.2	198.85475 	  34.49147 	G	 11315	 0.037742 	    	17.4g	438.944	6	0	6	2	3	0	1
3231	UGC 08242	197.43117 	  34.98481 	G	 10922	 0.036432 	    	15.6 	438.995	12	1	25	4	2	9	0
3232	SDSS J131210.21+211312.1	198.04254 	  21.22003 	G	  7043	 0.023494 	    	17.89	439.225	6	0	2	1	0	0	0
3233	2MASX J13295039+3118075	202.45990 	  31.30192 	G	  4989	 0.016641 	    	16.2g	439.274	10	0	31	3	1	6	0
3234	RCS 05000201422	202.70394 	  30.80868 	G	 11692	 0.039000 	PHOT	23.9R	439.298	1	0	0	0	1	0	0
3235	RCS 05000200533	202.68688 	  30.85016 	G	  4797	 0.016000 	PHOT	23.6R	439.367	1	0	0	0	1	0	0
3236	SDSS J133229.36+265447.9	203.12235 	  26.91333 	G	  9128	 0.030448 	    	17.9g	439.741	5	0	19	1	1	4	0
3237	2MASX J12505954+3503580	192.74811 	  35.06615 	G	 11630	 0.038793 	    	15.8g	439.792	12	0	30	4	5	6	0
3238	2MASX J13325770+2743041	203.24045 	  27.71785 	G	  8764	 0.029234 	    	15.8g	440.013	10	0	52	4	3	10	0
3239	FGC 1611	201.12725 	  33.03425 	G	 10719	 0.035755 	    	17.4g	440.196	13	0	35	5	3	6	0
3240	SDSS J130437.54+351441.9	196.15643 	  35.24498 	G	  4734	 0.015791 	    	16.6g	440.224	6	0	17	2	2	4	0
3241	SDSS J133258.69+274110.3	203.24458 	  27.68619 	G	  8493	 0.028329 	    	17.3g	440.368	5	0	24	2	2	4	0
3242	2MASXi J1321047+334357	200.26998 	  33.73260 	G	 10127	 0.033780 	    	16.9g	440.538	8	0	41	3	2	8	0
3243	SDSS J122703.11+293218.1	186.76298 	  29.53839 	G	  6637	 0.022138 	    	17.8g	440.556	5	0	23	2	2	4	0
3244	SDSS J131013.81+345851.4	197.55758 	  34.98094 	G	 10778	 0.035952 	    	18.0g	440.684	5	0	2	1	3	0	0
3245	SDSS J133057.65+304729.8	202.74023 	  30.79164 	G	  8694	 0.029000 	PHOT	22.8g	440.687	1	0	15	1	1	4	0
3246	KUG 1318+340	200.23388 	  33.76776 	G	 10586	 0.035311 	    	16.7g	441.013	14	0	53	5	3	10	0
3247	RCS 05000904148	202.82733 	  30.60541 	G	  8394	 0.028000 	PHOT	18.7R	441.140	1	0	0	0	1	0	0
3248	SDSS J133118.75+303618.0	202.82815 	  30.60501 	G	  7399	 0.024682 	    	17.5g	441.172	7	0	41	3	3	8	0
3249	SDSS J132601.24+233519.6	201.50519 	  23.58880 	G	 11135	 0.037144 	    	17.57	441.261	6	0	17	2	0	4	0
3250	SDSS J131809.26+341159.0	199.53858 	  34.19975 	G	  6071	 0.020252 	    	17.7g	441.284	5	0	2	1	2	0	0
3251	2MASX J13210814+3344353	200.28408 	  33.74310 	G	 10323	 0.034434 	    	15.5g	441.472	13	0	50	5	5	10	0
3252	SDSS J125116.57+350648.4	192.81909 	  35.11345 	G	 10025	 0.033440 	    	18.39	441.621	7	0	19	1	3	4	0
3253	2MASX J12374438+3337093	189.43499 	  33.61911 	G	  6945	 0.023167 	    	16.1g	441.718	8	0	50	3	1	10	0
3254	2MASX J13201443+3353579	200.05997 	  33.89951 	G	 11579	 0.038622 	    	15.9g	441.769	10	0	26	3	4	6	0
3255	KUG 1254+355	194.22150 	  35.31677 	G	 10213	 0.034067 	    	16.1g	441.772	11	0	26	4	4	6	0
